;Datos1;Datos2
94;26.37442851;8.077617683
95;26.4407332;8.734231112
96;25.81574033;12.19479401
97;25.31918824;9.43402664
98;20.42213107;11.34524122
99;23.08283864;7.624655513
100;28.07359766;10.77458583
101;24.35007174;7.17361766
102;24.63197633;10.89333929
103;24.93079284;9.734154304
104;21.81569318;10.61658143
105;27.22102908;11.22068923
106;28.32901913;10.00029728
107;27.56183571;9.676260865
108;28.17960304;9.780086769
109;27.63489726;10.69383509
110;28.07817142;9.966046727
111;25.18516815;8.942339793
112;25.04525172;10.66228393
113;25.53680055;10.79488039
114;28.99215125;10.47985374
115;26.79008821;12.60022257
116;26.2149083;11.09425818
117;29.98852121;12.15688074
118;25.22993556;7.703773912
119;25.08708739;7.793939208
120;27.96383622;8.716984839
121;23.32419303;11.61713685
122;25.52047915;8.443883617
123;27.33412482;9.080605854
124;24.83096697;11.09745781
125;25.19932926;9.051378428
126;26.09858775;11.12153877
127;24.97297582;8.352691445
128;23.21839011;11.29935239
129;23.1925682;13.56208212
130;29.29911017;10.37852053
131;23.218098;11.40780932
132;23.4344489;10.15195999
133;21.195249;10.11193221
134;22.94978471;7.89329663
135;23.05418137;10.79869811
136;22.95192441;9.088485268
137;25.81474073;8.825174468
138;25.98585196;9.564924673
139;23.00299892;7.565341634
140;28.2071037;9.118037711
141;23.91492967;11.02532595
142;21.96698131;8.475179445
143;27.06555976;7.290228921
144;26.6833615;9.983122019
145;18.81236767;8.680831711
146;24.35192489;9.351503874
147;22.65989445;9.763076204
148;25.64139394;10.79153077
149;24.90860982;10.33773485
150;24.61677746;10.5153124
151;26.42125714;6.807652999
152;23.88099559;11.41286464
153;25.07594817;8.457912913
154;27.34775103;14.50589136
155;23.72578747;8.840698943
156;24.76966103;8.259569465
157;28.13065487;9.77292782
158;22.72832763;11.2433413
159;25.26146284;8.592728236
160;25.00157666;10.16117758
161;24.81744725;9.271567389
162;27.63130384;10.51453309
163;25.93187595;10.15502676
164;24.84695549;8.735511179
165;29.4825322;11.55346934
166;23.27881159;8.019671289
167;22.57628263;10.10389443
168;27.23320312;10.34654083
169;23.43835847;9.12938699
170;27.21896853;9.266024635
171;24.15932416;12.62356583
172;23.05952198;9.883697932
173;23.53978804;8.992269301
174;24.88070366;7.578305979
175;30.04829864;9.041768061
176;24.74650149;11.55262778
177;28.04928868;9.642960506
178;27.11683475;10.63737002
179;28.76916562;11.60064924
180;26.39170544;10.98286619
181;22.0601095;10.52969988
182;25.02324198;9.538185061
183;25.56553261;7.668514223
184;23.58002677;11.11031399
185;25.58469033;10.98877798
186;24.45635588;11.35495552
187;28.45649639;10.8700649
188;28.40507878;10.08798825
189;21.41571909;11.60800638
190;25.92075569;9.475003397
191;24.44458528;11.66295797
192;21.78813384;9.58280737
193;22.3663283;9.726623309
194;24.53309611;9.132635795
195;24.32739865;8.380352575
196;25.12314213;7.993864892
197;23.85778146;10.49600083
198;26.2661322;8.642918937
199;20.95720793;9.047003156
200;24.33142837;12.97602775
201;29.1883108;9.759603473
202;24.6313695;6.922546563
203;19.60545079;10.48523286
204;26.27050712;8.342318322
205;25.83573488;10.15068148
206;25.90502054;10.12741625
207;22.45572194;9.804028136
208;22.45641666;9.718684691
209;31.44337984;11.20834987
210;25.14395023;9.213607275
211;24.238983;11.89138558
212;26.63279413;7.127500261
213;24.28064425;8.395941739
214;25.0732347;8.89413415
215;24.19099815;9.082546142
216;27.21167249;9.552263806
217;25.73071505;8.251970671
218;24.07152901;11.02221747
219;26.89837992;6.452357775
220;20.88204414;9.554277813
221;21.42200596;11.44355863
222;24.52239757;11.82713998
223;23.34364256;10.93461821
224;23.16428404;9.79616577
225;22.42159503;7.84780294
226;26.89061564;11.28029488
227;25.38868954;11.39672266
228;25.70029707;9.481045224
229;26.73644287;9.584609837
230;25.08464905;9.233685937
231;22.65110424;9.05012256
232;25.27477739;11.4158897
233;23.86643529;10.45415595
234;26.69569322;8.625066821
235;25.22313466;9.542460872
236;23.87400511;8.926573269
237;25.42722045;9.121349079
238;21.58832764;8.086618624
239;28.84743364;11.57885747
240;23.27045721;9.043951305
241;25.22160875;10.00186953
242;27.71039982;8.811995946
243;26.06600054;9.78645857
244;25.65338183;9.895519329
245;28.00849836;7.770213269
246;29.0758818;9.182813554
247;24.83302173;8.599501863
248;24.20275115;9.970719815
249;27.05427609;9.084760325
250;23.74155903;11.37235456
251;27.64568629;9.731598459
252;23.51386385;12.6006463
253;23.18395028;7.891373697
254;23.6244083;9.907310434
255;22.06089321;7.985021331
256;25.23245528;12.28140933
257;28.37584215;9.381669672
258;25.15675667;8.27546934
259;21.64404497;9.294061309
260;24.07092379;7.628795393
261;22.77429451;11.1377443
262;23.29087384;12.11236644
263;22.47888354;11.3738891
264;26.61967613;10.3322256
265;27.08704837;8.662550115
266;24.47072325;9.959511985
267;24.46862153;10.21998712
268;24.81429949;9.674601357
269;22.44926056;8.089859752
270;24.79966295;9.929664377
271;26.67185278;10.46253499
272;27.50084507;9.522682911
273;27.54442589;9.946184446
274;23.09148714;8.343547906
275;23.83833918;9.039571388
276;22.87402299;10.35334056
277;23.71222485;10.67833246
278;29.77746291;7.602703446
279;27.59338021;10.56217826
280;23.03546998;10.65067682
281;27.17208187;12.49713369
282;27.03910748;9.609574502
283;22.81513956;10.22660159
284;23.99804483;12.07561568
285;22.02170909;9.518891539
286;24.37633206;10.25308573
287;22.84397767;9.483136333
288;25.69122678;12.62784975
289;24.2212545;11.11401468
290;24.3507866;10.6606264
291;27.00191501;11.52449796
292;25.89314252;8.689532441
293;27.87332055;8.998578293
294;26.17395265;11.54977504
295;29.71997226;9.644826355
296;22.68782003;10.29213402
297;23.64954582;10.23833947
298;22.96808347;8.210298566
299;23.83407236;8.627027792
300;25.08920846;9.013422373
301;23.74069277;12.37443404
302;26.53925568;8.598628808
303;25.82418443;11.87322846
304;25.10872266;10.90991602
305;25.72926018;10.19404867
306;26.08780514;13.62835072
307;27.24438143;11.86842057
308;26.38514627;8.289629314
309;26.04654338;10.73352503
310;27.04215994;9.021513844
311;22.93004397;10.24475624
312;23.98551683;7.450298479
313;25.57326696;8.7479888
314;25.69621583;9.337599035
315;24.97233031;9.582204463
316;30.63289398;9.064473501
317;24.76968051;8.691830611
318;26.51127248;10.66301998
319;30.6384982;10.80221636
320;23.57563633;8.826403087
321;21.2499114;9.711750023
322;26.79652213;11.13009975
323;27.78808362;8.878289918
324;25.6909087;11.34280825
325;22.00642867;10.69301406
326;25.00187362;10.75550151
327;24.71802102;11.90786835
328;24.72446746;10.45081894
329;22.31100439;8.230534232
330;26.79340291;10.70679809
331;27.13534282;12.10978847
332;28.15991864;8.917855826
333;26.85905718;8.025298148
334;24.13866341;9.53157886
335;26.3777786;8.633911904
336;29.55647836;10.79495741
337;22.75144899;9.485090811
338;27.14650716;11.39146569
339;25.8671319;10.83615278
340;23.86308664;11.44107614
341;26.65740311;10.779868
342;23.8216157;12.41372084
343;22.95169984;6.725749846
344;25.60337742;11.12253213
345;27.60631638;8.001337477
346;25.2423078;8.225538335
347;26.82964528;11.02505888
348;24.11781622;9.44911949
349;23.99850904;10.63897098
350;25.62974464;11.66296047
351;26.71480234;9.536323838
352;24.51076025;10.00305291
353;24.97806788;9.898739508
354;24.99922348;11.7092715
355;23.8310034;5.05257116
356;23.48185303;10.57229508
357;27.85728169;9.775835381
358;23.46324114;10.31754942
359;25.7678166;9.187781224
360;25.05366123;8.356906008
361;21.94267551;9.89674644
362;20.54993194;8.149518091
363;24.70855842;10.22182095
364;29.05366711;11.29420143
365;24.48321777;10.39879182
366;22.9615661;9.83367887
367;22.95853396;7.507522434
368;22.93323172;10.54624532
369;26.75391527;12.26553115
370;28.81505116;6.726874948
371;25.38738555;10.03921177
372;24.27642619;8.874243784
373;22.93490806;12.19262905
374;24.19079454;9.820912218
375;23.83062046;8.26856441
376;26.4489611;11.78028415
377;22.00167145;8.923985979
378;23.9347313;11.77520257
379;22.78426453;10.05286785
380;28.17125395;9.286102471
381;24.56376756;10.04526582
382;26.69237133;12.2628345
383;25.29364173;9.611851853
384;25.38170322;10.945153
385;25.3647924;10.89532947
386;23.93980068;10.4948595
387;23.96564034;9.709377746
388;24.85740729;11.48104032
389;25.22890113;11.64640168
390;24.08863373;11.53293099
391;26.13503824;10.38999052
392;23.76154896;8.315455232
393;26.55323137;7.542672133
394;21.76580435;8.407992991
395;25.94516862;7.814251039
396;25.40186018;10.78104613
397;26.51353703;7.208265871
398;22.26077467;12.30585661
399;24.57114537;9.67902265
400;22.80151119;7.70356213
401;24.64459068;9.065074608
402;23.90395868;9.292715782
403;24.45631401;9.483800349
404;25.26000389;9.629667196
405;24.82259948;11.85284041
406;26.47926003;10.95899104
407;26.86819394;8.167531686
408;29.86236475;9.11949502
409;25.24280653;9.161338584
410;21.31203697;10.76745307
411;27.96973557;10.13517992
412;28.42957717;9.156270459
413;26.4322959;9.699310712
414;25.10708591;10.48523317
415;22.92134442;9.306574119
416;21.20189697;9.336306167
417;26.4549297;9.9113242
418;25.35485988;10.43055496
419;25.1396602;10.50815879
420;23.87656194;9.655754159
421;25.06304845;9.375195993
422;22.33251288;11.30242685
423;25.95758069;6.000327842
424;24.60712752;12.0858746
425;26.82574747;10.24284212
426;27.1465435;11.31137044
427;26.59344515;10.02441368
428;24.48751689;8.925554231
429;24.45848574;11.06908585
430;23.8585945;12.32266852
431;25.49858474;10.57310922
432;25.69788199;8.945094285
433;26.2524106;13.41761029
434;23.66334446;10.31928604
435;23.99409776;9.817987578
436;25.26618079;10.25909538
437;24.60382141;13.96552568
438;27.58695648;8.851512241
439;24.38043481;13.37078192
440;24.81217033;9.411273874
441;26.74914694;7.957418971
442;23.08515461;10.3378354
443;24.58207802;10.33585834
444;24.76701749;9.234682529
445;22.61161885;11.36326831
446;23.89748238;9.284437257
447;26.51752868;10.07379129
448;26.33806121;7.641316623
449;27.04434849;11.2592303
450;24.63900574;9.284845531
451;23.79653716;6.705192085
452;28.87656529;10.44258064
453;27.95293812;11.93564182
454;27.42621363;9.286939753
455;24.63520433;8.161873985
456;25.50154793;9.58049977
457;25.04433936;9.44750204
458;24.06648824;11.00491588
459;24.78743185;9.954202252
460;25.09212251;10.66769571
461;24.23718776;10.80229133
462;20.32005419;10.40173296
463;25.90473475;10.52882593
464;21.31761589;11.11328273
465;28.14126249;9.731324749
466;24.53764495;12.68814662
467;27.69779057;11.06194562
468;26.59442315;8.547986846
469;28.14834869;7.315582981
470;24.19930059;9.480243247
471;19.0774281;9.744271203
472;25.16144727;5.344390342
473;20.99347189;11.37999175
474;22.90510789;9.858811257
475;23.07248595;9.232541203
476;28.63637117;11.32520597
477;26.29653633;10.3631167
478;26.17109187;10.95249381
479;24.08607458;10.59846224
480;23.83000448;10.14934181
481;27.59836739;8.308532505
482;22.90053139;9.271589735
483;25.41402363;13.23385789
484;25.57778852;10.40462475
485;23.52246223;12.95145336
486;21.15103572;12.6410923
487;26.96563175;9.464272513
488;27.25516345;5.636200258
489;26.32876805;7.839750816
490;22.86716892;12.26100644
491;23.25875189;8.378567533
492;24.90527717;10.19011165
493;23.0546952;8.241345997
494;27.1171479;10.75084492
495;27.09718007;9.234979538
496;26.92118487;9.279007904
497;25.37151851;10.17894048
498;28.15303305;11.2312067
499;24.346333;10.42006697
500;30.70491941;8.21340243
501;22.18310152;8.696701658
502;23.82255936;9.652502959
503;27.10194775;9.096571389
504;25.97574748;10.57068369
505;22.7698443;6.178112485
506;29.15348762;13.6254676
507;22.49277513;14.21470957
508;23.23512837;12.39797304
509;25.11712525;10.54213636
510;25.1800141;10.33848373
511;20.4174902;10.0725869
512;26.06422689;10.135651
513;22.16311623;7.218553497
514;27.72325516;8.394057548
515;27.52735287;11.94917403
516;23.86936746;7.369727712
517;27.32163713;6.209935771
518;22.37611016;8.645114869
519;22.24286719;10.29669037
520;26.5364249;12.82021239
521;25.77911689;7.81493433
522;26.0611653;9.253512982
523;23.68775737;9.873777621
524;23.99195579;12.65919689
525;24.86617636;8.64284582
526;25.57995395;7.741056049
527;28.90526649;9.234210409
528;25.66997168;8.715328553
529;30.11871936;9.35810631
530;26.16147051;10.06366028
531;27.99357794;6.27974206
532;28.29538281;9.104604214
533;24.26491155;9.699954511
534;25.80265737;8.212320037
535;24.68876827;8.825256688
536;21.73070847;10.02238144
537;24.85428562;12.62542509
538;26.94838951;11.58117593
539;26.00429722;10.54863502
540;26.49931336;10.98518457
541;25.12076686;10.49445279
542;27.76981638;10.79818275
543;20.37213101;8.999903475
544;27.10665902;9.526627954
545;25.90693898;10.54109318
546;27.08718857;11.21828872
547;22.04612046;11.94818082
548;26.8755321;6.992199713
549;25.29182433;10.68435706
550;26.6171537;9.796255524
551;28.47135092;11.2021484
552;22.40946353;11.04025789
553;22.4769603;10.96890617
554;23.71605591;10.35397351
555;25.84957015;9.584678204
556;25.84919287;10.45119152
557;25.06358013;10.25635058
558;23.04033431;9.719209674
559;24.44514619;8.875135263
560;22.7359543;11.1984409
561;24.41454533;9.045291669
562;26.67939498;11.61138365
563;22.67520883;9.816131438
564;24.14206804;9.854147849
565;26.44505366;9.249300809
566;24.88103769;8.441940304
567;27.19422781;8.276244997
568;21.70122294;9.857117536
569;22.37534582;11.32751461
570;26.22452097;10.70185738
571;27.66880161;8.026363758
572;26.23547565;8.935605124
573;25.68897961;10.17640473
574;23.43580861;14.49029628
575;25.87650485;9.764627259
576;27.03510124;10.12122781
577;24.17942015;7.360949307
578;22.82535328;10.64323675
579;25.51899276;9.749401506
580;28.12344982;10.65775867
581;24.95082771;8.311956697
582;24.84951076;11.12263291
583;25.92448495;9.926527728
584;27.09337706;9.070821357
585;26.72281325;7.952240783
586;27.73288063;8.613873852
587;23.99517751;11.86832478
588;25.8439555;8.198973085
589;23.85060525;9.146142333
590;26.15700415;12.38391958
591;26.50444801;10.91803635
592;23.53505236;9.486926121
593;22.54813769;10.24153693
594;24.79871623;11.31718084
595;25.70285206;9.555903599
596;25.28891528;10.20354111
597;27.9838245;11.05441117
598;25.10063403;12.23851487
599;25.47521751;11.71589626
600;25.1129938;11.28391816
601;23.9959127;10.01345268
602;25.72068715;9.269698795
603;27.67278606;13.42989203
604;23.82859601;13.61619352
605;26.76193033;10.27745822
606;24.6491937;11.10494898
607;28.64440707;10.55336991
608;26.88815129;10.40165954
609;23.99024613;7.866802768
610;25.45165744;11.91820654
611;24.09577397;11.71226858
612;25.50971961;10.10058341
613;23.42692319;8.33473532
614;24.29091573;9.405680478
615;27.79076241;8.312934118
616;26.47331582;8.338171027
617;22.52664856;9.818934798
618;26.52558057;8.871487444
619;23.99007846;7.501389646
620;23.68946801;12.54648244
621;23.72637871;10.21196099
622;27.20381411;9.351918287
623;24.71829669;8.771059583
624;27.18710171;9.770783445
625;21.81857794;13.80355445
626;24.43732722;9.209592629
627;25.90802852;10.87702185
628;21.14271705;9.837126809
629;23.48359873;8.614916907
630;23.40134323;13.68882595
631;25.61454771;10.09235734
632;25.9049587;11.45605135
633;27.27927152;9.055374195
634;26.07767759;12.56379181
635;23.12747055;8.121761201
636;24.3751444;10.58325399
637;25.48026384;8.164015815
638;28.08059676;9.842338805
639;25.02056157;11.07294207
640;25.27961928;11.46606593
641;22.53847536;9.219495185
642;25.8012774;9.988007847
643;22.10163826;8.867593412
644;24.78812275;9.567142548
645;26.0037429;8.67737544
646;25.87491048;11.40768532
647;24.72863267;11.61448198
648;28.26598085;12.45261955
649;25.86656221;7.81306467
650;24.79193338;11.97189882
651;23.64701371;9.991939312
652;26.34012049;9.773025531
653;22.78811079;10.43754035
654;24.50325907;11.58213513
655;24.53541749;11.14181897
656;27.93560771;11.90702998
657;25.07218751;8.659083813
658;26.20547215;11.02081797
659;26.79371766;10.86909948
660;25.867782;8.543787604
661;23.19200887;9.010139598
662;25.5387343;10.31765642
663;27.5980934;9.329223202
664;23.63324421;10.9793035
665;26.78803019;8.460738894
666;27.40587173;12.43492831
667;24.60716196;9.196796145
668;27.15711652;10.1285661
669;23.55563154;10.28844177
670;21.22432796;13.82892676
671;25.7356999;11.81273069
672;20.71976956;10.80017035
673;23.80828045;10.96521571
674;23.96526604;10.0097648
675;25.72427959;8.7175883
676;25.93235088;11.75464003
677;25.46182121;11.08664361
678;24.32318397;10.42429001
679;22.24135585;10.99445486
680;24.39589035;13.29772286
681;26.75701742;9.273358697
682;27.20642356;7.294352618
683;29.21244722;9.030450447
684;30.72209935;10.39112141
685;25.31019705;11.3837364
686;24.03341479;11.68780494
687;26.15595284;8.126016473
688;25.68225145;6.736308791
689;21.58691429;9.887093002
690;27.19094851;9.684083039
691;27.5357558;10.58463393
692;25.69805025;8.896946816
693;23.78266534;9.615362832
694;27.96037963;8.93091861
695;27.05121746;5.498737427
696;27.92170321;12.11014102
697;28.27509428;8.718810499
698;25.87841922;9.184549442
699;20.57577531;8.32792741
700;27.06308415;8.935620275
701;25.40078425;8.770341513
702;25.09124293;10.4715596
703;24.92371599;10.88642386
704;26.26633037;13.02095906
705;24.85761258;9.443404133
706;27.68751551;11.76350521
707;26.01903384;11.66860422
708;23.77640651;10.25476833
709;22.56380661;9.768398435
710;23.45003865;7.083889805
711;23.77259184;9.54614432
712;20.72541565;9.003125201
713;28.67470972;8.002421321
714;25.13963221;8.785641563
715;25.57153084;11.22712268
716;25.23907334;13.20646125
717;25.38162041;9.294541761
718;24.41327553;10.90128605
719;23.7668819;10.17068775
720;22.73959421;10.21904825
721;21.7837712;8.386972525
722;28.04563276;11.66819251
723;24.55210514;10.61056767
724;27.58653367;9.821127878
725;26.32777906;10.42040461
726;26.01499288;12.16264039
727;22.32054457;10.70586114
728;22.83847464;9.392683065
729;27.27553776;8.073788664
730;25.2194838;8.74730021
731;28.418134;11.36804578
732;26.03545739;13.07513384
733;22.28362191;11.01824254
734;28.28139805;10.42027853
735;23.76788282;8.958913138
736;27.0186095;9.232169506
737;24.96447533;12.16271923
738;22.31012132;10.65543215
739;20.16615504;7.470028938
740;24.51985412;11.66303007
741;28.51528444;11.18737152
742;23.89808909;7.562684261
743;23.29173058;11.54357714
744;24.23813793;9.593711347
745;23.48657498;10.74263918
746;27.53772831;10.17615848
747;25.07944671;11.35798774
748;23.0317598;9.92016445
749;24.16278118;9.332770474
750;28.3660328;9.377168572
751;30.26465907;9.86021003
752;24.91731827;9.002204368
753;27.4269868;10.78595602
754;23.0534382;8.27418749
755;24.39925199;10.37108029
756;26.24179714;10.02144746
757;27.3289932;8.204410352
758;27.11290384;10.49077147
759;28.07108593;12.22384366
760;21.03545417;10.37683479
761;26.3357386;9.07339027
762;27.02455126;11.93694908
763;26.03768112;8.578787838
764;23.76230207;12.45284834
765;24.1278473;7.53158358
766;20.03057834;12.26961816
767;22.93131308;12.348948
768;26.15057118;8.099901058
769;24.28343155;10.28588189
770;22.84457538;9.694591918
771;25.94537667;11.05874179
772;25.74164768;11.88739871
773;20.37544482;10.1030282
774;24.47522027;8.875202963
775;27.63991113;10.02354241
776;23.46792471;8.771764237
777;23.34644507;10.79357181
778;23.59399411;12.12027904
779;25.86675703;11.20613711
780;25.68524;7.304592837
781;24.76986638;12.06908801
782;24.25226006;10.1597211
783;26.37880612;8.472624706
784;24.36356611;10.00042115
785;25.89062983;9.549851571
786;27.8428693;11.69260182
787;24.2772758;10.7333616
788;23.67885452;6.514367812
789;23.67857292;10.26958391
790;25.43997129;10.47758996
791;27.25637289;10.44818989
792;26.88734886;10.51713167
793;25.01352791;11.42308029
794;20.84893268;11.30803402
795;24.89171683;8.217855911
796;29.55301802;10.81322758
797;27.67837202;8.677927992
798;25.06672243;10.6251329
799;23.75839574;9.269643872
800;24.65176923;9.850070837
801;26.8636423;10.27231038
802;23.27656018;12.14042194
803;22.26693077;10.62223408
804;28.10730813;11.67102954
805;24.67982693;10.45525561
806;24.95085627;11.4130324
807;22.81423014;9.600212066
808;24.69794004;9.351936525
809;26.83886086;10.99111951
810;26.99276156;9.959987125
811;24.03320311;10.04844993
812;26.49995629;8.619451873
813;24.36007703;10.5101833
814;23.17653813;8.93666462
815;25.78614917;11.37872453
816;26.99002063;9.091229821
817;25.79712616;10.58474485
818;26.12386558;12.99922803
819;26.61432112;9.757012583
820;20.93510045;9.980130124
821;23.74610637;7.487514416
822;27.70806244;6.164946665
823;24.08932331;12.14053907
824;24.21448243;10.47672057
825;22.68048887;11.08589616
826;26.09570244;8.212775747
827;27.12296276;10.05621578
828;21.95406135;11.15672501
829;25.99044404;10.79149084
830;27.3658743;11.22427205
831;22.78444063;10.43557349
832;24.84021969;11.17037762
833;23.72914226;11.06249473
834;22.76331328;11.51150711
835;26.74828495;8.357932329
836;26.23445327;10.83647358
837;24.18586301;8.110100222
838;27.76998472;9.423370184
839;24.33194304;9.09079012
840;26.57321402;8.93213669
841;27.00131559;10.69300745
842;25.005304;11.74529098
843;22.07048092;7.978109091
844;27.45437178;10.55480574
845;22.36362358;7.858849461
846;25.84729681;11.30109395
847;22.687032;11.69534544
848;20.60558474;7.589265027
849;22.8581955;8.364800078
850;23.50405844;10.985777
851;24.80227162;7.723049181
852;26.74930251;10.43994212
853;26.20551255;9.746033298
854;24.45203695;10.26625129
855;22.97724394;10.59851537
856;25.87553811;10.98429841
857;25.01910728;8.613103251
858;28.80295348;9.919971342
859;25.05979012;11.16274409
860;25.00114184;11.78820549
861;26.07567767;10.56257633
862;24.32352179;9.58944233
863;24.14481486;7.733663234
864;23.35772353;9.546265463
865;23.42862387;9.466883845
866;27.18749409;12.29321798
867;26.95030348;11.6881983
868;26.32097494;11.47040017
869;25.24577955;10.26449282
870;26.49997764;10.98305698
871;26.23235427;12.29545769
872;26.70446533;10.58669048
873;22.61521362;10.00707099
874;26.67242652;10.25165384
875;27.01318651;6.756993923
876;24.68786535;10.89606804
877;25.43200366;11.02782598
878;26.39012446;9.288950514
879;24.97564356;11.80002187
880;31.09732615;11.46092737
881;26.55220297;10.13584316
882;25.32800815;8.913231441
883;25.98967475;10.81872039
884;21.64466254;10.1707276
885;25.73606331;8.263239306
886;23.53747224;8.854491703
887;26.11456025;10.52744094
888;24.32251232;9.042466945
889;26.18354051;9.219684168
890;24.71452965;8.942009763
891;28.86922726;9.801770378
892;25.96083806;9.429358595
893;25.48517466;8.348234346
894;27.40572522;9.308815833
895;25.13126919;9.169781659
896;26.15723557;11.19673971
897;25.27837257;10.80708951
898;23.91659548;10.75406411
899;26.94858329;9.909475985
900;23.12944588;11.89336177
901;23.86856286;8.129693766
902;22.6503297;12.10958161
903;25.17009134;12.42776782
904;22.09200261;10.73673988
905;23.31480231;11.99990747
906;24.32737443;11.62827731
907;26.28888822;8.035132506
908;24.5869036;10.0374366
909;24.93525913;8.019806501
910;26.93351447;9.226534403
911;19.72546884;7.704268482
912;25.09514164;10.04205682
913;24.76448195;12.01838436
914;25.93620794;8.86129362
915;22.74122916;8.707232322
916;24.32784815;8.055401185
917;26.17046425;11.48784824
918;21.15604603;9.680762768
919;23.05470721;8.875526375
920;25.54204268;10.01194127
921;27.85257788;10.35020552
922;23.24283502;9.347655491
923;23.31467424;9.0036731
924;23.50554387;9.774852367
925;25.99499184;8.973390731
926;25.7498623;9.425589476
927;24.62210985;10.30462607
928;24.77646453;9.781824692
929;25.42720475;12.17716564
930;24.62349548;10.6337726
931;27.03050582;12.94934292
932;26.31682078;11.18659941
933;25.42619429;9.81711739
934;26.63437888;9.935917343
935;26.20558196;7.847851111
936;21.83276839;10.82505205
937;22.18036;11.00710849
938;25.96740126;8.872157535
939;21.93855474;10.46004393
940;23.81001625;10.72461445
941;24.72396148;9.623709735
942;25.4507456;7.848545048
943;20.07991516;9.352755923
944;22.95049733;8.358932964
945;22.7518688;11.38038116
946;22.45499118;9.20571857
947;28.38577048;10.5370772
948;25.28259217;11.33905907
949;25.71104009;10.53649602
950;23.21880828;10.48712237
951;24.53993978;9.614097224
952;24.37082454;10.20112821
953;26.05474468;8.523586345
954;27.3654871;9.507355743
955;23.34006883;8.429031287
956;24.1022586;9.81332284
957;23.20129549;10.58920307
958;26.42494643;8.887245195
959;25.62253399;12.13476727
960;27.70212998;9.731828655
961;25.03579286;9.918237134
962;22.72978023;11.48876304
963;21.10897321;10.26828672
964;28.1355305;8.741114574
965;24.24592563;10.34785578
966;26.89018371;10.70785493
967;22.00434455;12.80499055
968;25.76642362;10.11853975
969;24.73909513;9.769287079
970;23.31660827;10.84083339
971;23.10241326;11.77769504
972;25.54027344;7.315432965
973;20.96623353;10.5480253
974;25.05059863;8.954209121
975;26.26245183;9.419420859
976;25.19847786;10.85785912
977;23.40643139;8.701501246
978;25.74310506;10.39367811
979;25.42998408;10.12421662
980;26.3240646;11.26763646
981;22.00532834;10.80849901
982;28.12733502;8.890858188
983;23.45566815;10.13051081
984;27.56458446;11.52899245
985;22.28365529;8.650958756
986;26.87489404;8.663802
987;26.36709718;10.34260487
988;29.49739845;10.16065108
989;25.04542513;8.399558979
990;28.0439589;9.261026461
991;25.55498519;8.38778196
992;24.038566;8.743129299
993;22.27343782;8.58053669
994;24.591425;10.53019588
995;21.36640775;12.1090758
996;27.68925613;12.01017099
997;24.51654099;11.70251993
998;27.52568109;7.425852044
999;27.0911122;8.495358687
